,Stock_Symbols,Class,returnOnEquity,EPS,priceToSalesRatio,PB ratio,Price to Sales Ratio,Market Cap,PE ratio,POCF ratio,ROIC,longtermDebtToCapitalization,Dividend Yield,debtEquityRatio,returnOnAssets,Debt to Assets,10Y Net Income Growth (per Share),10Y Revenue Growth (per Share),10Y Shareholders Equity Growth (per Share),10Y Operating CF Growth (per Share)
2025,ALKS,0.0,-0.0184,-0.9,0.1354,1.1568,0.1354,7188295.59,0.0,46.1855,0.0442,0.53497440576908,0.0,1.3046,-0.0142,0.425,0.0,0.0451,0.0057,-0.1086
2027,BOH,1.0,-0.1023,5.26,2.0101,1.5359,2.0101,10575757.44,0.0,8.8411,0.0019,0.063036153369095,0.0348,0.0673,-0.1718,0.0359,0.0,-0.1875,-0.0001,0.0
2029,LIQT,1.0,0.0775,-0.24,1.2981,2.3287,1.2981,141486619.8,15.6164,-25.5177,0.091,0.30125089815772,0.0,0.4389,0.0927,0.2451,0.3936,-0.0327,-0.0039,0.0
2032,DORM,0.0,0.0637,4.04,0.6191,2.3259,0.6191,22394939.76,13.2457,38.0841,0.062,0.4949818118860301,0.0,0.9983,0.0616,0.36,0.0,-0.0094,0.0117,0.1151
2046,OFG,1.0,0.0204,1.59,0.2873,0.8036,0.2873,88515826.08,44.0,6.3312,0.2285,0.60388568752248,0.0152,1.7066,0.0178,0.4835,-0.1678,0.0346,0.6289,0.1575
2047,GLT,1.0,-0.1165,-4.06,0.2275,0.0,0.2275,10504800.92,0.0,-71.7932,0.0748,0.40982686758576,0.0533,0.8833,-0.1179,0.3689,0.0,-0.1246,0.0316,0.0477
2048,PHG,1.0,0.6918,1.3563,5.8976,2.9061,5.8976,28202095.77,1.5756,15.6847,0.0531,0.0,0.0325,0.0,0.8078,0.0,0.0,-0.1537,0.2078,-0.4806
2050,HEES,1.0,-0.1872,2.15,2.2809,3.1192,2.2809,45770918.98,0.0,2.9517,0.0274,0.23058497145463,0.0539,0.4068,-0.1908,0.1901,0.0,-0.1036,-0.1027,-0.0424
2054,WCG,1.0,-2.3229,9.4,0.8509,0.7291,0.8509,28394341.92,0.0,42.3032,0.005,0.025835928087497,0.0,0.0265,-0.5373,0.0127,0.0,-0.1863,-0.3042,0.6642
2057,PTI,0.0,0.3862,-1.61,3.5714,3.362,3.5714,333131044.22,21.1603,-2.7067,0.0825,0.0,0.0,0.0,0.4179,0.0,0.0783,0.0364,0.047,0.1104
2061,EIGI,0.0,0.0812,0.03,0.5301,5.6567,0.5301,31973130.8,9.0204,5.2404,0.0296,0.22245313244144,0.0,0.3212,0.1162,0.2019,-0.0608,-0.0575,-0.0099,0.1671
2067,RYAM,0.0,-0.0393,2.27,0.5627,1.6752,0.5627,61507999.03,0.0,2.2021,-0.0019,0.0028023764152001,0.0263,0.0028,-0.0308,0.0013,0.0,0.071,0.121,-0.0048
2068,LOGI,1.0,0.0492,1.27,3.4588,0.0,3.4588,106882597.45,86.875,17.0243,0.1056,0.0014333056410163,0.0175,0.0019,0.0495,0.0015,0.0,0.0897,0.0,0.1014
2069,DCO,1.0,0.0187,0.79,2.5313,28.088,2.5313,58800000.0,74.5714,8.963,-0.0078,0.22499879238857,0.0,0.6389,0.0263,0.293,0.0,-0.1647,-0.1061,0.035
2071,FCPT,1.0,0.1571,1.29,1.3227,0.0,1.3227,1021302777.45,18.4596,21.9479,0.0546,0.37975302946101,0.0315,0.6123,0.1794,0.2568,0.0839,0.0293,0.0674,0.0511
2072,EBIX,0.0,0.064,2.97,0.7614,1.6231,0.7614,92461600.0,11.2121,14.8089,0.0374,0.0,0.006999999999999999,0.0,0.0652,0.0,0.0129,-0.0074,0.0605,0.4777
2073,ENBL,0.0,0.0855,0.0,1.4373,1.3046,1.4373,43966927.4,20.1538,6.3436,0.0367,0.0,0.094,0.062,0.0869,0.0286,0.2582,0.0969,0.0983,0.014
2083,HTGC,1.0,0.2145,0.83,7.8755,3.0171,7.8755,28854529490.15,19.4707,-4.2932,0.0446,0.62519138357057,0.114,2.3817,0.1567,7.4127,0.0,0.1348,0.1468,0.0538
2120,SMPL,1.0,0.2017,1.0,1.0645,1.0902,1.0645,11555477708.32,21.0854,20.5603,-2.5673,0.0,0.0,0.0,0.6505,0.0,0.0993,0.0719,0.1092,0.0
2125,ZBRA,1.0,0.2572,7.86,4.2810000000000015,0.7317,4.2810000000000015,5793911812.08,22.0515,10.9138,0.0792,0.010710808856645,0.0,0.0217,0.2303,0.0144,0.2129,0.038,-0.0473,0.033
2170,TPIC,0.0,0.1385,0.15,1.1709,3.7461,1.1709,2158289085.021,15.2963,-260.3676,0.0615,0.0,0.0,0.0383,0.0672,0.0256,0.2274,0.0161,0.1371,0.1495
2217,PMT,1.0,0.2938,2.09,2.425,23.5073,2.425,2648370981.32,23.6881,-1.9781,-0.0684,0.11211448237319,0.101,0.6399,0.0,0.2961,0.0,0.029,-0.0993,0.0
2273,SYNC,0.0,0.0045,-0.19,4.8797,0.4854,4.8797,137062032.8,332.5,28.0741,0.039,0.23482718683103,0.0,0.3814,-0.1677,0.2532,0.0,-0.0421,-0.0361,-0.073
2327,WASH,1.0,0.2919,3.95,1.7397,1.1661,1.7397,26487788907.54,33.052,9.9186,0.0531,0.57653778851989,0.037000000000000005,2.347,0.6151,0.5007,-0.0638,0.0582,0.0,0.0
2359,ZAGG,0.0,0.0391,1.4,0.938,4.7924,0.938,43374420000.0,145.5263,10.5119,0.0732,0.7856999849156,0.0,3.7369,0.0316,0.6295,-0.1672,0.0546,0.0368,-0.061
2431,FLIC,1.0,0.7295,1.64,0.6648,1.383,0.6648,5160785344.74,21.0769,8.5638,-0.0112,0.18591374611421,0.0236,0.2661,0.0209,0.1851,-0.0812,-0.0521,-0.1581,0.0746
2450,CTRN,1.0,-2.6014,1.04,4.0198,4.1266,4.0198,1725293728.8,0.0,7.0187,0.0355,0.21132920883844,0.0139,0.2998,-0.6944,0.155,0.0,0.0963,0.027000000000000003,0.3951
2492,DQ,1.0,-0.1554,3.0,0.5567,0.9502,0.5567,2478275547.48,0.0,3.2524,0.0862,0.8239721156326001,0.0,4.7983,-0.062,0.4426,0.0,-0.1025,0.1686,-0.0433
2495,SLP,1.0,-0.0667,0.52,1.1962,1.068,1.1962,2894048696.6,0.0,38.9851,0.0388,0.60068319173163,0.0115,1.5237,-0.0427,0.4217,0.0,0.064,0.0761,-0.0321
2503,DAKT,0.0,0.1409,0.13,0.5512,3.0437,0.5512,7296095887.43,10.202,13.1983,-0.04,0.7556870080909699,0.0311,3.5613,0.1574,0.5088,0.1119,0.1101,0.2472,-0.2822
2509,MOV,0.0,-0.053,-0.66,3.5962,1.87,3.5962,2140939631.12,0.0,12.8274,-0.021,0.34580598035703003,0.017,0.5286,-0.0346,0.2937,0.0,-0.0251,0.1122,0.0
2522,CRVS,1.0,-0.5231,-1.71,0.5339,2.3572,0.5339,603330675.36,0.0,-2.6219,-0.062,0.0,0.0,0.0,-0.1037,0.0,0.0,0.0676,-0.0303,-0.0266
2528,MMI,1.0,-2.2734,2.23,0.1414,3.8444,0.1414,113932646.1252,0.0,11.3107,0.0216,0.79532587526609,0.0,3.9661,-0.2722,0.6178,0.0,0.0333,-0.1061,-0.0585
2529,CR,1.0,0.2082,5.63,1.7986,1.071,1.7986,4040636469.32,8.961,10.3698,0.0324,0.52950452666065,0.0194,1.1379,0.1073,0.406,0.2763,-0.1517,0.0793,-0.1039
2530,CEQP,1.0,0.258,-0.13,5.0897,0.9249,5.0897,1826580474.72,19.4625,7.8382,-0.0382,0.0,0.086,0.0,0.1051,0.0,0.1036,0.08900000000000001,0.1826,0.0
2532,LNN,1.0,0.055,1.89,0.7476,1.9646,0.7476,159696640000.0,20.7143,30.3598,0.0193,0.44821613079681,0.0126,3.3244,0.0395,0.4882,-0.0785,0.027000000000000003,0.0925,0.0068
2534,SNDX,1.0,-0.1873,-2.92,2.4003,1.0486,2.4003,4226636169.0,0.0,-1.6127,0.0078,0.36992549794739,0.0,0.59,-0.0413,0.2588,0.0,-0.0065,0.0501,0.0004
2539,AGR,1.0,-0.1746,1.92,0.6564,7.1976,0.6564,444309634.56,0.0,8.6421,0.0044,0.15076294542494,0.0348,0.7809999999999999,-0.1319,0.2892,0.0,0.0379,0.0436,-0.0033
2544,PRSC,0.0,-1.5049,-1.95,1.6824,0.7312,1.6824,112726761.06,0.0,97.3432,0.0504,0.4771955584105701,0.0,0.9851,-0.5714,0.3648,0.0,-0.0585,0.0,0.08
2545,TKC,1.0,0.0301,0.4387,6.9573,1.2881,6.9573,14196080000.0,22.4078,3.2068,0.2707,0.30898434708028005,0.0162,0.6161,0.0358,0.2486,-0.1452,0.0935,0.0544,0.502
2547,CRK,1.0,-0.1458,-0.28,1.4727,1.009,1.4727,66042670000.0,0.0,2.327,0.816,0.2688671878861,0.0,0.3677,-0.1193,0.1574,0.0,0.017,0.0699,0.0787
2554,PBPB,0.0,-3.9515,-0.35,5.7765,0.7504,5.7765,4606899174.38,40.4238,6.4541,0.0052,0.30807311500381,0.0,0.4483,0.44,0.2291,0.1619,0.0723,0.0,-0.0304
2559,TTOO,0.0,-0.0656,-1.26,0.3535,0.7479,0.3535,89236727.25,0.0,-3.3025,0.0,0.0,0.0,0.0,-0.0272,0.0,0.0,0.0454,0.0603,-0.2038
2560,SAM,1.0,0.1028,7.9,7.7896,3.2391,7.7896,216872491.29,50.6923,17.1226,0.0436,0.17576859117791,0.0,0.2316,0.0834,0.1309,0.0,0.2843,0.2025,0.0624
2575,BGSF,1.0,-0.5836,1.83,3.8797,0.087,3.8797,184145553.68,0.0,11.3836,-0.6968,0.0,0.0557,0.0,-0.5904,0.0,0.0,0.016,0.1537,0.0
2578,OSIS,1.0,0.0462,-1.57,0.7485,5.3643,0.7485,356341972.42,5.3155,10.5808,0.0487,0.15644568291962,0.0,0.6027,0.0234,0.243,0.0111,0.0501,0.0774,0.1513
2583,LAUR,1.0,-0.1688,1.79,0.0955,1.7157,0.0955,75633600.0,0.0,8.6035,0.0184,0.14741894556627,0.0,0.2556,-0.1252,0.1295,0.0,0.0211,0.0596,-0.0451
2588,PVAC,0.0,-0.0263,14.93,0.6001,1.3915,0.6001,897391314.027,0.0,2.9945,0.009000000000000001,0.55100933362275,0.0,1.2272,-0.0158,0.3541,0.0,0.097,0.07200000000000001,-0.14400000000000002
2590,TNC,1.0,-6.002999999999999,1.86,0.4406,0.8814,0.4406,4536172.8,0.0,11.8106,-0.0303,0.42815565729235,0.0163,0.7799,-5.6949,0.3038,0.0,0.2146,-0.0963,-0.1258
2591,PNNT,1.0,-6.0844,0.68,1.1616,2.3176,1.1616,93446308.8,0.0,7.831,-0.3107,1.1546415708145,0.0961,-7.8445,-5.2219,0.8014,0.0,-0.0171,-0.1147,0.0
2596,SFE,1.0,-0.1127,-0.76,2.1395,1.1371,2.1395,181572719.96,0.0,-6.8361,-0.0438,0.57800027059938,0.0,1.3697,-0.1745,0.3794,0.0,0.0005,0.1488,-0.0689
2614,HSKA,1.0,0.0734,0.81,3.7999,0.9626,3.7999,267389436.16,28.8571,49.1785,-0.1863,0.0,0.0,0.0,0.0402,0.0,-0.0102,0.0784,0.1281,-0.0145
2622,CEI,0.0,0.1812,-359825.0,9.5193,1.5122,9.5193,303380012.59,23.5476,-0.4515,-0.0798,0.37193168528816,0.0,0.6079,0.1811,0.3047,-0.1362,-0.0952,-0.1031,-0.0058
2625,TRTN,1.0,-0.7142,4.38,2.5643,0.9476,2.5643,2102688.72,0.0,2.6689,-0.0566,0.40745571992869,0.0647,0.6876,-0.4176,0.358,0.0,-0.1682,0.0937,-0.0826
2626,NNBR,1.0,-0.6970000000000001,-8.35,20.6525,1.8178,20.6525,8868890.65,0.0,6.901,-0.2642,0.98260922427265,0.0417,56.5017,-0.6942,0.815,0.0,-0.2482,0.1119,0.0572
2631,NNA,1.0,-0.2294,-8.4,1.5458,1.1195,1.5458,122282448.0,0.0,-1.0915,-0.1037,0.42182251129051,0.2831,0.7537,-0.0631,0.3634,0.0,0.0275,0.0733,-0.0473
2690,IPHS,1.0,0.0607,1.84,9.2113,0.8037,9.2113,30644049324.0,24.4205,6.5369,0.0417,0.16743752703557002,0.0783,0.2092,0.7934,0.1257,0.0757,0.0667,0.2508,-0.0297
2694,RNR,1.0,0.2807,4.91,1.5683,1.2874,1.5683,2378552095.68,10.0561,4.4066,0.0303,0.86952120805373,0.0099,7.8193,0.27,0.5488,0.1437,0.0898,0.1273,0.0184
2791,AIMC,1.0,0.2308,0.93,2.6554,1.449,2.6554,25173330000.0,18.7039,13.9374,-0.1735,0.37389412269932,0.027000000000000003,0.5972,1.1124,0.3389,0.0868,0.0566,0.0322,-0.2247
3483,JOUT,1.0,-0.836,4.12,2.5037,0.0,2.5037,10278576.0,0.0,14.7748,-1.0507,0.0,0.0047,0.0094,-0.8447,0.0082,0.0,-0.1387,-0.1899,0.0
